drug_pubchemcid,target_entrez
128485,10985
128485,20900
128485,17593
128485,1950
128485,2265
128485,7724
128485,15179
128485,1010
128485,8798
128485,20309
128485,7470
128485,5271
128485,15717
128485,21481
128485,1651
128485,5046
128485,9476
128485,3733
128485,2233
128485,12684
128485,12118
128485,17797
128485,2436
128485,9114
128485,14804
128485,12417
128485,21813
128485,4452
128485,20276
128485,12436
128485,14640
128485,17672
128485,9660
128485,17424
128485,235
171282,15583
171282,13170
171282,5458
171282,20352
171282,5593
171282,6210
171282,15560
171282,11753
171282,11474
171282,10819
171282,13566
171282,7797
171282,8089
171282,4035
171282,13921
171282,19022
171282,18420
171282,4740
171282,14499
171282,3112
171282,6843
171282,6192
171282,8801
171282,18993
171282,10164
171282,15759
171282,19511
171282,7647
171282,12977
171282,16940
171282,10507
171282,1343
171282,19497
171282,1042
171282,7337
171282,2441
171282,18511
171282,15300
171282,4107
171282,8674
171282,2327
171282,5012
171282,20483
171282,14483
171282,12349
171282,2652
171282,7376
171282,51
171282,17967
171282,7425
171282,1217
171282,4772
171282,7991
171282,8056
171282,19326
171282,19701
171282,8510
171282,22030
171282,11979
171282,16793
171282,8718
171282,15404
171282,1243
171282,15811
171282,18724
171282,8954
171282,17612
171282,10610
171282,13500
171282,12104
171282,5281
171282,20185
171282,16776
171282,2520
171282,1280
171282,11059
171282,16649
171282,10683
171282,12508
171282,20014
171282,2924
171282,15099
171282,13050
171282,15868
171282,12490
171282,4347
171282,7939
171282,2026
171282,13894
171282,6214
171282,11951
171282,34
171282,20329
171282,3019
171282,3720
171282,17214
171282,11819
171282,15793
171282,18513
171282,15003
171282,15916
171282,9059
171282,1123
171282,3901
171282,6115
171282,8616
171282,10717
171282,4801
171282,16786
171282,8900
171282,18303
171282,9960
171282,21202
171282,12926
171282,8946
171282,4352
171282,6696
171282,11133
171282,21620
171282,7203
171282,21761
171282,6934
171282,19635
171282,21348
171282,13257
171282,3438
171282,21204
171282,16079
171282,2657
171282,13713
171282,4410
171282,12049
171282,20172
171282,2348
171282,19870
171282,15463
171282,9827
171282,2758
171282,9511
171282,18184
171282,6772
171282,21101
171282,3764
171282,7159
171282,21339
171282,3755
171282,17158
171282,11602
171282,8625
171282,10997
171282,3032
171282,5962
171282,20592
171282,19042
171282,3964
171282,3983
171282,5644
171282,13567
171282,5168
171282,15098
171282,15186
171282,14517
171282,8308
171282,1672
171282,12027
171282,22255
171282,7927
171282,15517
171282,12165
171282,10978
171282,19508
171282,21232
171282,92
171282,17926
171282,13976
171282,4525
171282,13603
171282,16829
171282,14544
171282,18156
171282,9464
171282,15440
171282,8947
171282,14856
171282,15172
171282,8136
171282,19712
171282,10965
171282,14726
171282,11016
171282,2505
171282,750
171282,13867
171282,12507
171282,6240
171282,3205
171282,4750
171282,1269
171282,16409
171282,8184
171282,17377
171282,22032
171282,10160
171282,10472
171282,8168
171282,13065
171282,15482
171282,6024
171282,10884
171282,14156
171282,21353
171282,5649
171282,6425
171282,15542
171282,10731
171282,1408
171282,17136
171282,3062
171282,448
171282,7457
171282,20408
171282,7599
171282,1492
171282,2499
171282,16136
171282,5222
171282,17345
171282,2740
171282,17069
171282,2167
171282,20409
171282,17758
171282,9672
171282,3098
171282,3626
171282,17274
171282,21382
171282,5467
171282,14454
171282,4566
171282,13062
171282,10648
171282,798
171282,6903
171282,6822
171282,99
171282,13138
171282,1493
171282,8586
171282,3999
171282,6673
171282,10810
171282,16132
171282,22159
171282,20010
171282,10222
171282,768
171282,5253
171282,17833
171282,7531
171282,13791
171282,9472
171282,15846
171282,5463
171282,12966
171282,14238
171282,12699
171282,12797
171282,1076
171282,5993
171282,17608
171282,6268
171282,5616
171282,8880
171282,2945
171282,1560
171282,9163
171282,8355
171282,56
171282,12322
171282,12340
171282,9337
171282,6906
171282,5817
171282,20534
171282,4596
171282,8314
171282,881
171282,15146
171282,9898
171282,16259
171282,20161
171282,5345
171282,2358
171282,662
171282,4470
171282,10879
171282,12833
171282,16954
171282,14075
171282,14496
171282,16543
171282,5927
171282,17870
171282,6804
171282,19342
171282,9740
171282,21652
171282,4843
171282,4712
171282,10628
171282,19320
171282,17494
171282,16612
171282,9564
171282,18664
171282,4114
171282,10399
171282,15629
171282,2228
171282,10595
171282,4674
171282,1694
171282,9522
171282,4333
171282,6279
171282,13592
171282,19187
171282,12088
171282,3183
171282,19802
171282,16093
171282,11078
171282,6189
171282,11230
171282,12556
171282,7414
171282,13868
171282,14016
171282,1270
171282,21962
171282,20225
171282,9927
171282,21578
171282,13325
171282,7806
171282,21047
171282,7902
171282,3734
171282,259
171282,8737
171282,12200
171282,21043
171282,13728
171282,6682
171282,1039
171282,9871
171282,12090
171282,2770
171282,2793
171282,8272
171282,9895
171282,1763
171282,946
171282,12371
171282,16013
171282,13797
171282,21275
171282,20516
171282,3908
171282,9364
171282,19045
171282,6724
171282,8062
171282,17656
171282,12096
171282,2736
171282,19227
171282,9675
171282,21249
171282,17806
171282,9227
171282,17438
171282,15061
171282,20471
171282,18294
171282,9111
171282,5136
171282,2589
171282,3493
171282,5271
171282,12740
171282,20418
171282,338
171282,1616
171282,138
171282,4856
171282,3116
171282,19373
171282,4144
171282,42
171282,16911
171282,2476
171282,173
171282,21397
171282,1895
171282,12611
171282,3071
171282,19271
171282,3830
171282,7375
171282,3678
171282,4407
171282,10371
73696,4030
73696,611
73696,1668
73696,19398
73696,1752
73696,17591
73696,3682
73696,18374
73696,1591
73696,8728
73696,2250
73696,14499
73696,4082
73696,6050
73696,21057
73696,16293
73696,15759
73696,15005
73696,10218
73696,21669
73696,2520
73696,1280
73696,8587
73696,12997
73696,10217
73696,5602
73696,566
73696,9042
73696,12158
73696,6214
73696,18750
73696,19315
73696,18303
73696,8836
73696,13682
73696,2348
73696,9827
73696,1806
73696,9105
73696,17158
73696,13533
73696,5168
73696,13296
73696,9464
73696,8947
73696,8861
73696,10362
73696,21519
73696,20048
73696,6548
73696,11378
73696,21622
73696,3062
73696,6434
73696,12907
73696,6017
73696,19043
73696,13138
73696,12765
73696,1782
73696,1518
73696,855
73696,5927
73696,19342
73696,16252
73696,15977
73696,21972
73696,2368
73696,809
73696,8489
73696,19187
73696,3089
73696,18424
73696,12556
73696,11149
73696,13251
73696,8497
73696,19748
73696,18578
73696,7806
73696,2688
73696,8737
73696,12200
73696,15153
73696,21275
73696,15061
73696,5271
73696,9491
124423,15087
124423,8878
124423,6814
124423,19178
124423,13760
124423,17692
124423,19154
124423,10022
124423,21340
124423,699
124423,5642
124423,9569
124423,15423
124423,15615
124423,13610
124423,12143
124423,13976
124423,144
124423,21773
124423,18495
124423,15279
124423,2318
124423,10690
124423,20377
124423,3131
124423,4396
124423,7506
124423,2364
124423,18507
124423,13071
124423,15918
124423,19496
124423,16137
124423,14155
124423,14836
124423,9600
124423,21357
124423,17609
124423,12272
153925,13358
153925,13035
150002,919
150002,2273
150002,257
150002,2887
150002,20973
150002,18793
150002,6623
150002,1274
150002,2398
150002,10565
150002,20196
150002,6520
150002,22239
150002,20870
150002,20173
150002,6489
44708,2273
44708,20973
44708,3524
44708,6623
44708,1274
44708,12871
44708,5838
44708,22239
44708,3867
115977,13208
115977,4821
115977,7652
115977,130
115977,18315
115977,5587
115977,8546
115977,5355
115977,18342
115977,22043
115977,15189
115977,13689
115977,14191
115977,10817
115977,16164
115977,7133
115977,9919
115977,9357
115977,21225
115977,546
115977,851
115977,887
115977,19264
115977,5335
115977,14590
115977,20371
115977,11607
115977,16916
115977,9631
115977,19398
115977,19214
115977,7233
115977,14658
115977,23
115977,14315
115977,3782
115977,4815
115977,3081
115977,17829
115977,17726
115977,919
115977,11090
115977,6610
115977,7735
115977,5531
115977,1752
115977,6961
115977,11211
115977,7151
115977,13878
115977,17272
115977,1424
115977,12046
115977,20565
115977,1490
115977,8755
115977,814
115977,13051
115977,4888
115977,304
115977,17778
115977,15188
115977,21593
115977,20150
115977,3569
115977,5822
115977,19788
115977,5866
115977,12356
115977,1489
115977,13351
115977,13323
115977,13574
115977,204
115977,20467
115977,1310
115977,6807
115977,22257
115977,10720
115977,15395
115977,13921
115977,9618
115977,5932
115977,16044
115977,14499
115977,8840
115977,12056
115977,11473
115977,17838
115977,1295
115977,9241
115977,15534
115977,2273
115977,17753
115977,6875
115977,1117
115977,7709
115977,15687
115977,14933
115977,17613
115977,493
115977,4809
115977,3037
115977,16524
115977,4705
115977,996
115977,17267
115977,9047
115977,4020
115977,678
115977,17689
115977,3726
115977,4248
115977,3704
115977,15468
115977,15416
115977,13106
115977,12639
115977,14752
115977,18640
115977,2092
115977,20801
115977,17588
115977,13209
115977,7895
115977,15204
115977,7041
115977,8218
115977,16943
115977,9245
115977,18006
115977,5530
115977,2731
115977,17777
115977,1548
115977,7633
115977,15005
115977,10687
115977,18384
115977,6253
115977,18901
115977,22274
115977,5216
115977,5812
115977,21367
115977,6818
115977,310
115977,15400
115977,10688
115977,18324
115977,14808
115977,18511
115977,18998
115977,4941
115977,2074
115977,8103
115977,18325
115977,4169
115977,3090
115977,19382
115977,17627
115977,1277
115977,9807
115977,2118
115977,12362
115977,7425
115977,18126
115977,18787
115977,21237
115977,8539
115977,10623
115977,10017
115977,12818
115977,12339
115977,4285
115977,8884
115977,13760
115977,2027
115977,2523
115977,21432
115977,7996
115977,1224
115977,779
115977,9263
115977,8619
115977,2669
115977,20443
115977,443
115977,20021
115977,15095
115977,11200
115977,15821
115977,18085
115977,3091
115977,21550
115977,4482
115977,20447
115977,17692
115977,17039
115977,19456
115977,13373
115977,13188
115977,8641
115977,17368
115977,1645
115977,14509
115977,13124
115977,6229
115977,12592
115977,13700
115977,6718
115977,19837
115977,12313
115977,12506
115977,6824
115977,19150
115977,20970
115977,10019
115977,4118
115977,15842
115977,12213
115977,10824
115977,19050
115977,16318
115977,2276
115977,13645
115977,1478
115977,1853
115977,21827
115977,8916
115977,17751
115977,8937
115977,13914
115977,13454
115977,14283
115977,4880
115977,9050
115977,847
115977,3496
115977,10702
115977,16427
115977,22256
115977,19008
115977,13500
115977,19363
115977,16594
115977,12585
115977,20925
115977,20778
115977,13405
115977,14388
115977,21517
115977,11514
115977,5351
115977,5624
115977,16737
115977,10398
115977,11370
115977,77
115977,11412
115977,12196
115977,10051
115977,9790
115977,1514
115977,7519
115977,11554
115977,17680
115977,16913
115977,13722
115977,10750
115977,10643
115977,9745
115977,7826
115977,15025
115977,4733
115977,19801
115977,20850
115977,21097
115977,4964
115977,11530
115977,3844
115977,19246
115977,21401
115977,12568
115977,13147
115977,3208
115977,15901
115977,10203
115977,16476
115977,21720
115977,16649
115977,14319
115977,19028
115977,18599
115977,5082
115977,14138
115977,1556
115977,2837
115977,20559
115977,1177
115977,17851
115977,1307
115977,20014
115977,17218
115977,19330
115977,2297
115977,5212
115977,4466
115977,16504
115977,12331
115977,4769
115977,1936
115977,8016
115977,14547
115977,14160
115977,5420
115977,6956
115977,15027
115977,19844
115977,9571
115977,15000
115977,5614
115977,18199
115977,5010
115977,12070
115977,7848
115977,15546
115977,14901
115977,12958
115977,18957
115977,16438
115977,1067
115977,6428
115977,20879
115977,11167
115977,17457
115977,7939
115977,550
115977,18240
115977,2678
115977,8714
115977,13637
115977,1868
115977,5794
115977,13488
115977,8703
115977,21733
115977,15067
115977,10022
115977,13341
115977,12698
115977,3025
115977,20060
115977,2663
115977,14744
115977,21340
115977,6214
115977,19732
115977,15984
115977,15206
115977,20169
115977,6565
115977,699
115977,12474
115977,5642
115977,14175
115977,21493
115977,11806
115977,17691
115977,5918
115977,20733
115977,18630
115977,21009
115977,18750
115977,9181
115977,18652
115977,17671
115977,10402
115977,22186
115977,19375
115977,12828
115977,18706
115977,15927
115977,7851
115977,17225
115977,6731
115977,10346
115977,9094
115977,17088
115977,21893
115977,21345
115977,12721
115977,19460
115977,18244
115977,8181
115977,21041
115977,12184
115977,5214
115977,9716
115977,11891
115977,671
115977,5328
115977,19659
115977,302
115977,6416
115977,20887
115977,18266
115977,20656
115977,8710
115977,17956
115977,15077
115977,9995
115977,20151
115977,9960
115977,8868
115977,20313
115977,6347
115977,15660
115977,18248
115977,13527
115977,5143
115977,8809
115977,8380
115977,16297
115977,1003
115977,11181
115977,6244
115977,9862
115977,16732
115977,19249
115977,6262
115977,19679
115977,11725
115977,6939
115977,16775
115977,21350
115977,10338
115977,7564
115977,18813
115977,2887
115977,7454
115977,14869
115977,11795
115977,4328
115977,19635
115977,8691
115977,17687
115977,20380
115977,19725
115977,11892
115977,18417
115977,4681
115977,7650
115977,15606
115977,3397
115977,1069
115977,2296
115977,19938
115977,11824
115977,2348
115977,18175
115977,14362
115977,1804
115977,13330
115977,9027
115977,3297
115977,1561
115977,19494
115977,15472
115977,9511
115977,17748
115977,21101
115977,7373
115977,16272
115977,11936
115977,17116
115977,6171
115977,12758
115977,9753
115977,17158
115977,12836
115977,3546
115977,3621
115977,20602
115977,13015
115977,11952
115977,16063
115977,13610
115977,13801
115977,14860
115977,11571
115977,20195
115977,12779
115977,1300
115977,19530
115977,3229
115977,21172
115977,8806
115977,7938
115977,2201
115977,14538
115977,2062
115977,8470
115977,18560
115977,20454
115977,10256
115977,7814
115977,19579
115977,94
115977,15436
115977,6535
115977,3658
115977,13590
115977,17169
115977,825
115977,18895
115977,16391
115977,12117
115977,20973
115977,1044
115977,21267
115977,15751
115977,465
115977,20015
115977,3689
115977,7791
115977,14648
115977,18124
115977,20346
115977,4687
115977,14978
115977,6979
115977,16102
115977,2438
115977,14586
115977,7382
115977,12143
115977,14379
115977,9880
115977,11969
115977,21539
115977,1122
115977,21424
115977,21118
115977,2777
115977,2306
115977,18766
115977,20235
115977,18793
115977,3707
115977,3486
115977,10574
115977,691
115977,7629
115977,15161
115977,4708
115977,19000
115977,8136
115977,14492
115977,20562
115977,20810
115977,19817
115977,3906
115977,10362
115977,4456
115977,8343
115977,5085
115977,18457
115977,11318
115977,7198
115977,6335
115977,18267
115977,10043
115977,17973
115977,13037
115977,21773
115977,1454
115977,20508
115977,20365
115977,17868
115977,2261
115977,20048
115977,10708
115977,9705
115977,9475
115977,3207
115977,15872
115977,21756
115977,10472
115977,11635
115977,9408
115977,6403
115977,8149
115977,18387
115977,6623
115977,13529
115977,2393
115977,10262
115977,13577
115977,9648
115977,4562
115977,18495
115977,9991
115977,11252
115977,7876
115977,9523
115977,444
115977,14770
115977,21891
115977,5255
115977,1015
115977,19036
115977,7540
115977,7123
115977,20674
115977,735
115977,17974
115977,21581
115977,5366
115977,13762
115977,6294
115977,1658
115977,8742
115977,3342
115977,5827
115977,11298
115977,21622
115977,3754
115977,2206
115977,16564
115977,6679
115977,11369
115977,7631
115977,12406
115977,634
115977,1370
115977,11121
115977,18878
115977,5306
115977,1753
115977,16875
115977,2405
115977,4036
115977,1408
115977,2408
115977,9397
115977,14408
115977,15853
115977,18997
115977,19941
115977,13391
115977,21080
115977,8399
115977,21603
115977,4464
115977,21674
115977,2508
115977,3834
115977,9346
115977,6434
115977,21376
115977,22115
115977,2500
115977,4839
115977,18045
115977,10070
115977,3223
115977,14668
115977,3212
115977,14849
115977,2607
115977,19993
115977,6608
115977,11626
115977,7736
