chemical_pubchemcid,protein_entrez
95208,17980
95208,1782
95208,9451
95208,19274
95208,8398
95208,6453
95208,1518
95208,1314
95208,4379
95208,18613
95208,20016
95208,13559
95208,6306
95208,13905
95208,4712
95208,11034
95208,4220
95208,5647
95208,16210
95208,11066
95208,154
95208,18350
95208,509
95208,15430
95208,21265
95208,17812
95208,19187
95208,3089
95208,9806
95208,18424
95208,19674
95208,4515
95208,6555
95208,13444
95208,16384
95208,7789
95208,20614
95208,21092
95208,20495
95208,21787
95208,9283
95208,6012
95208,6550
95208,15909
95208,18624
95208,13386
95208,18116
95208,21278
95208,10985
95208,1847
95208,17593
95208,7576
95208,11061
95208,5066
95208,7775
95208,1010
95208,21855
95208,5271
95208,21357
95208,22254
95208,5046
95208,10659
95208,8609
95208,1616
95208,2436
95208,14804
95208,19337
51683,15440
152107,17126
152107,10982
42553,5335
42553,5212
42553,5843
42553,4902
42553,2622
42553,3295
42553,17720
64440,7068
64440,20674
64440,14778
175217,546
175217,16087
175217,332
175217,18303
175217,15606
175217,17126
175217,3834
175217,3942
175217,4018
175217,12396
175217,9533
175217,11408
175217,21100
175217,21357
178455,4596
178455,11480
104638,15440
104638,5218
104638,11480
104638,10116
104638,20418
118594,11028
118594,4712
55064,17061
55064,19799
55064,14721
151069,11211
151069,21693
51510,13919
51510,17358
98973,3433
98973,10218
98973,20251
98973,21451
98973,5927
98973,7539
98973,16984
81027,10362
49241,7382
164427,6807
164427,8611
164427,15005
164427,16430
164427,16913
164427,22258
82467,11309
82467,19725
166674,304
170265,17126
93083,6981
34357,14538
162106,6883
162106,8947
162106,177
162106,2708
59194,23
59194,193
59194,15811
59194,10490
59194,9464
59194,3834
59194,13985
59194,22100
59194,18746
59194,21265
59194,3089
59194,15061
168073,9996
122163,3081
122163,5530
122163,15206
122163,16641
172279,21424
172279,14278
168205,18303
96835,4501
96835,16514
96835,13293
96835,17838
96835,13398
96835,6843
96835,9521
96835,14352
96835,4733
96835,16786
96835,5222
96835,11195
96835,5225
96835,12081
96835,2879
96835,5027
96835,9617
96835,1807
96835,1616
96835,2436
96835,14862
96835,9817
161261,4501
161261,9817
52160,20791
52160,19962
52160,17753
52160,10965
52160,16911
52591,20791
52591,19962
52591,10965
52591,16911
82942,92
82942,16132
41978,10519
41978,16067
41978,19988
41978,19225
41978,17926
41978,19712
41978,1269
41978,15542
41978,15194
41978,4044
41978,13635
41978,8270
154369,17926
154369,19712
154369,15542
74261,21982
24108,1326
24108,8871
24108,8108
24108,15206
24108,16454
24108,7544
24108,812
24108,13111
24108,19930
24108,20048
24108,2785
24108,5222
24108,18746
24108,3267
24108,14265
24108,412
24108,2945
24108,20328
24108,2966
24108,11480
24108,19187
24108,500
24108,11786
24108,4487
24108,6119
24108,16384
24108,21100
24108,1344
24108,4864
24108,22139
55670,9939
55670,20313
88044,3472
88044,12505
173880,18269
74533,17926
108744,92
108744,750
108744,8091
108744,16132
108744,10399
156225,2874
156225,4087
156225,12982
156225,1583
156225,7814
156225,20048
156225,5912
156225,20549
156225,13071
156225,13559
156225,20046
156225,7658
156225,2189
156225,6839
156225,20366
156225,19303
48946,5355
61018,15583
61018,6210
61018,11753
61018,10819
61018,4035
61018,19022
61018,18420
61018,3112
61018,8801
61018,19511
61018,7647
61018,16940
61018,10507
61018,1042
61018,22274
61018,18511
61018,4107
61018,5012
61018,20483
61018,14483
61018,12349
61018,7376
61018,51
61018,17967
61018,4772
61018,7991
61018,8056
61018,22030
61018,11979
61018,12592
61018,16793
61018,8718
61018,18724
61018,8954
61018,10610
61018,10683
61018,20014
61018,12331
61018,15099
61018,13050
61018,12490
61018,11951
61018,20329
61018,8616
61018,10717
61018,9960
61018,21202
61018,8946
61018,4352
61018,6696
61018,7203
61018,21761
61018,3438
61018,21204
61018,16079
61018,20172
61018,19870
61018,15463
61018,9827
61018,2758
61018,16272
61018,7159
61018,21339
61018,3755
61018,3032
61018,20592
61018,3983
61018,13567
61018,15098
61018,15186
61018,21232
61018,4525
61018,13603
61018,16829
61018,8947
61018,15172
61018,19712
61018,14726
61018,2505
61018,750
61018,12507
61018,22032
61018,10160
61018,8168
61018,6024
61018,14156
61018,5649
61018,15542
61018,448
61018,7599
61018,2499
61018,17345
61018,2740
61018,2167
61018,20409
61018,9672
61018,21382
61018,5467
61018,14454
61018,4566
61018,13062
61018,10648
61018,6903
61018,99
61018,1493
61018,22159
61018,13791
61018,9472
61018,15846
61018,14238
61018,12699
61018,12797
61018,1076
61018,17608
61018,5616
61018,56
61018,12322
61018,12340
61018,6906
61018,5817
61018,20534
61018,8314
61018,881
61018,15146
61018,16259
61018,662
61018,4470
61018,10879
61018,12833
61018,14075
61018,14496
61018,16543
61018,5927
61018,21652
61018,4843
61018,4712
61018,17494
61018,16612
61018,18664
61018,10399
61018,15629
61018,2228
61018,10595
61018,1694
61018,13592
61018,6189
61018,7414
61018,13868
61018,14016
61018,1270
61018,5670
61018,20225
61018,13325
61018,21043
61018,6682
61018,1039
61018,9871
61018,12090
61018,2770
61018,2793
61018,8272
61018,12371
61018,13797
61018,21275
61018,17656
61018,19227
61018,21249
61018,17806
61018,9227
61018,17438
61018,15061
61018,2589
61018,3493
61018,12740
61018,20418
61018,138
61018,4856
61018,3116
61018,19373
61018,42
61018,173
61018,21397
61018,1895
61018,12611
61018,3071
61018,19271
61018,3830
61018,7375
61018,10371
46349,18271
46349,6824
46349,4310
46349,9533
46349,21843
46349,19859
46349,8638
67436,21955
67436,11492
67436,2464
67436,9307
67436,14634
67436,14690
67436,1686
46648,11309
46648,19725
158640,19725
131134,10688
131134,2155
131134,3359
72598,18374
72598,13867
100142,16212
100142,12920
171806,16212
59296,8218
59296,20041
59296,14448
184864,11165
184864,19151
184864,16677
130493,17158
130493,5222
130493,19151
80979,5136
102153,13620
120583,11211
62738,4772
62738,21202
62738,21339
62738,22032
62738,10160
62738,17571
62738,12797
62738,6279
62738,138
120651,5255
63106,16293
63106,12817
63106,18133
96378,4772
96378,22032
96378,10160
96378,17571
96378,12797
96378,6279
96378,138
152481,4771
152481,5420
152481,9042
152481,21843
152481,8638
138034,18384
138034,4772
138034,5420
138034,21202
138034,21339
138034,17926
138034,22032
138034,10160
138034,17571
138034,12797
138034,6279
138034,11861
138034,138
175619,16372
85787,17838
35166,16607
184248,2441
47189,546
47189,5168
147203,15793
147203,6934
147203,12340
115405,21945
115405,14517
115405,9464
115405,12340
115405,13829
165140,23
165140,17044
165140,1676
165140,1591
165140,13921
165140,12913
165140,6209
165140,12464
165140,3144
165140,15811
165140,10107
165140,9939
165140,1425
165140,2520
165140,3448
165140,1280
165140,11010
165140,5794
165140,10022
165140,16454
165140,17858
165140,2409
165140,15660
165140,16297
165140,9511
165140,3764
165140,17158
165140,20015
165140,22255
165140,9464
165140,8947
165140,20048
165140,11246
165140,16875
165140,3062
165140,10569
165140,5222
165140,19298
165140,10648
165140,19151
165140,5507
165140,12340
165140,8398
165140,15513
165140,4435
165140,4712
165140,6851
165140,2608
165140,19187
165140,12556
165140,4515
165140,5041
165140,17593
165140,15179
165140,12861
165140,5271
165140,1616
35830,16297
93888,15606
93888,13784
93888,8839
62334,16950
62334,1425
62334,6672
62334,15606
62334,13784
62334,8839
58777,13958
58777,11513
58777,3627
58777,19635
58777,10198
58777,13784
58777,12788
58777,19292
58777,14380
58777,15327
58777,4655
58777,12337
58777,10142
58777,9533
58777,16941
58777,10910
58777,5757
58777,14038
58777,19936
58777,16304
58777,5871
58777,21100
58777,20068
58777,4881
58777,9872
58777,5334
58777,8798
58777,5046
58777,9114
74751,17591
74751,15759
74751,1425
74751,20825
74751,8587
74751,10022
74751,16297
74751,19635
74751,10198
74751,12143
74751,8947
74751,5222
74751,22100
74751,3131
74751,22152
74751,1314
74751,16941
74751,10910
74751,4712
74751,3089
74751,5871
74751,20068
74751,4881
74751,9872
74751,5334
74751,8798
74751,5046
74751,9114
63197,13958
63197,14566
63197,11513
63197,17751
63197,1425
63197,12508
63197,20014
63197,10022
63197,3627
63197,4375
63197,12788
63197,19292
63197,14380
63197,3834
63197,15327
63197,4655
63197,12337
63197,10142
63197,9533
63197,22152
63197,13026
63197,5757
63197,14038
63197,19344
63197,19936
63197,16304
63197,19187
63197,21100
63197,12969
80560,14517
111218,13784
111218,8839
111218,10648
82527,1425
82527,10198
82527,20068
130047,1676
130047,8728
130047,15550
130047,12955
130047,14864
130047,9964
130047,19456
130047,17137
130047,6718
130047,413
130047,6946
130047,3007
130047,5629
130047,1425
130047,9821
130047,3448
130047,22039
130047,20091
130047,4266
130047,7745
130047,21926
130047,13957
130047,10022
130047,1772
130047,10030
130047,16001
130047,16297
130047,12760
130047,2805
130047,10555
130047,10198
130047,5370
130047,6791
130047,8234
130047,1426
130047,1017
130047,16251
130047,3689
130047,5357
130047,11343
130047,11246
130047,15586
130047,2618
130047,16875
130047,14252
130047,12865
130047,3742
130047,3579
130047,18091
130047,2500
130047,10455
130047,6013
130047,7024
130047,3984
130047,21502
130047,8009
130047,10528
130047,15125
130047,15372
130047,8903
130047,4515
130047,22061
130047,14983
130047,2145
130047,12096
130047,4199
130047,10354
130047,7953
130047,12840
130047,9476
130047,18232
130047,19689
130047,20057
130047,12417
130047,3142
76684,21956
122876,14383
122876,13958
122876,11513
122876,5337
122876,3627
122876,12788
122876,19292
122876,14380
122876,15327
122876,4655
122876,12337
122876,10142
122876,9533
122876,2946
122876,5757
122876,14038
122876,19936
122876,16304
122876,21100
122876,12969
110078,21208
110078,13705
110078,6357
88714,7167
88714,15811
88714,6357
88714,4712
88714,13892
169871,1676
169871,13921
169871,6811
169871,21208
169871,12568
169871,10198
169871,10965
169871,13705
169871,1782
169871,8827
169871,16304
169871,19187
169871,5871
169871,20068
169871,9476
169871,16911
35915,13958
35915,11513
35915,15811
35915,17751
35915,5758
35915,3627
35915,16297
35915,4375
35915,12788
35915,19292
35915,13065
35915,14380
35915,3834
35915,15327
35915,4655
35915,12337
35915,10142
35915,9533
35915,4712
35915,5757
35915,14038
35915,19344
35915,19936
35915,16304
35915,21100
35915,5271
35915,12969
100567,5255
100567,12963
100567,4242
100567,7470
41126,19820
168212,13867
133017,20091
133017,2348
133017,5168
133017,21267
133017,14027
133017,12096
133017,9476
88038,20424
88038,10217
88038,3764
88038,9464
88038,20048
88038,4712
90170,20313
90170,21780
153052,20048
150531,15811
150531,19458
150531,18303
150531,18172
150531,8737
131806,10362
121983,13878
121983,10702
121983,3022
121983,20568
121983,2924
121983,19543
121983,13998
121983,11252
121983,15685
121983,13678
121983,7171
121983,19674
121983,8400
121983,8790
136516,20046
184914,17591
184914,5963
184914,19050
184914,14538
184914,3062
184914,3089
57172,17217
152118,2663
80006,2663
31565,2663
147846,2663
155635,6428
50197,18303
187055,12016
120596,4018
82552,2663
95743,13071
157932,2663
87621,14315
87621,8698
87621,13451
67483,18303
119087,20431
34744,18271
97179,11203
97179,4517
94856,7382
140381,3112
140381,20041
140381,8900
140381,18156
140381,14448
140381,20534
140381,14496
140381,12371
41313,13867
88781,19725
56496,6304
56496,17751
56496,19988
56496,1280
56496,11309
56496,6214
56496,2348
56496,12143
56496,812
56496,13111
56496,9533
56496,412
56496,20328
56496,3131
56496,6357
56496,4712
56496,10865
56496,5871
56496,16677
56496,6383
56496,22144
56496,15480
56496,17504
56496,22139
109418,19801
109418,20559
109418,671
109418,6347
109418,8030
109418,20437
67592,20559
67592,671
67592,6347
162791,8900
174566,20313
25576,11753
25576,13257
25576,4712
25576,18664
100008,4693
26428,20313
28524,17591
28524,5963
28524,3062
28524,3089
162123,8276
162123,20091
162123,3624
162123,20508
162123,4370
162123,13557
162123,9476
179026,21183
179026,546
179026,15462
179026,5335
179026,19398
179026,23
179026,17591
179026,21512
179026,19419
179026,14237
179026,8728
179026,204
179026,13921
179026,5938
179026,17838
179026,4082
179026,4020
179026,1534
179026,9521
179026,8218
179026,16293
179026,6209
179026,12977
179026,4973
179026,6102
179026,16950
179026,1277
179026,10335
179026,18890
179026,1217
179026,12706
179026,8718
179026,15811
179026,10107
179026,19050
179026,17751
179026,5281
179026,9939
179026,10750
179026,1573
179026,2520
179026,18907
179026,20091
179026,12420
179026,12508
179026,121
179026,5212
179026,10217
179026,12295
179026,17024
179026,16478
179026,5794
179026,12158
179026,10022
179026,18750
179026,16454
179026,11984
179026,18303
179026,9960
179026,18471
179026,16297
179026,1003
179026,9978
179026,15606
179026,9511
179026,17158
179026,18148
179026,17169
179026,12117
179026,21267
179026,14517
179026,3175
179026,21539
179026,21118
179026,9464
179026,8947
179026,20048
179026,2913
179026,11635
179026,11246
179026,17126
179026,14252
179026,3062
179026,6434
179026,5222
179026,11629
179026,5883
179026,5098
179026,19298
179026,798
179026,16207
179026,22100
179026,3942
179026,12028
179026,19151
179026,10907
179026,5507
179026,13249
179026,9533
179026,8336
179026,19063
179026,5993
179026,2945
179026,14231
179026,9955
179026,8398
179026,2316
179026,15982
179026,1314
179026,18613
179026,6357
179026,2575
179026,13559
179026,19425
179026,10871
179026,4712
179026,967
179026,18350
179026,18214
179026,21265
179026,19187
179026,3089
179026,500
179026,12556
179026,9915
179026,18991
179026,20155
179026,5732
179026,18405
179026,2435
179026,7806
179026,21100
179026,4714
179026,15909
179026,21278
179026,12607
179026,22044
179026,4549
179026,7470
179026,5271
179026,13093
179026,9476
179026,8609
179026,2436
179026,3360
179026,21117
179026,1584
179026,19303
64016,19450
182993,10362
182993,13867
182993,8497
71671,20313
125614,10659
83517,19725
77606,19725
109552,3112
109552,18156
109552,5616
109552,20534
109552,14496
109552,12371
90092,9685
122239,18998
122239,6979
50901,13610
50901,1770
182855,17591
182855,19050
182855,14538
51165,6210
51165,1243
51165,17214
51165,4352
51165,9464
51165,9085
51165,6024
51165,10879
51165,1031
51165,1754
51165,6682
44153,9983
44153,22006
44153,6691
44153,2265
176209,13292
176209,9939
176209,19988
176209,15099
176209,18303
176209,18089
176209,20408
176209,3343
176209,18460
176209,12096
176209,19441
175468,23
175468,14252
175468,20385
141923,8801
141923,15099
141923,2589
49253,16087
49253,14165
49253,8789
49253,13909
49253,9983
49253,11480
89451,14544
89451,10879
89451,6682
183513,6210
183513,10879
183513,6682
63145,8789
63145,5218
63145,11480
63145,10116
24483,19374
24483,14604
24483,14856
24483,10399
24483,9707
24483,21047
24483,259
155870,8801
155870,18182
155870,15099
155870,4354
155870,2589
29932,10819
29932,14581
29932,19701
29932,14544
29932,9464
29932,10879
29932,6682
23739,6210
23739,1243
23739,17214
23739,8616
23739,14544
23739,14856
23739,6024
23739,10222
23739,10879
23739,10399
23739,21047
23739,259
23739,6682
127919,8801
127919,15099
127919,22159
127919,2589
164261,8900
164261,18156
164261,5616
164261,20534
164261,14496
164261,12371
58195,1556
58195,11102
58195,18124
58195,5649
58195,4516
58195,18460
58195,17880
45639,15009
45639,20559
45639,671
45639,8900
45639,6347
45639,18156
45639,8030
45639,20437
45639,3972
137081,2589
81773,6210
81773,5431
81773,5681
81773,11850
81773,12858
81773,21982
81773,3720
81773,11819
81773,8616
81773,11133
81773,9464
81773,14856
81773,6024
81773,16132
81773,19151
81773,10907
81773,5218
81773,13183
81773,11480
81773,4470
81773,10879
81773,6306
81773,10116
81773,8737
81773,21249
81773,2589
81773,2233
98820,19326
98820,15440
98820,5649
98820,13728
98820,20418
143095,23
143095,14237
143095,1534
143095,11613
143095,15811
143095,5624
143095,12295
143095,5319
143095,3764
143095,17158
143095,12477
143095,21622
143095,5222
143095,19151
143095,15982
143095,4712
161189,5136
64305,10985
182380,15094
182380,17907
182380,20926
182380,10522
182380,14287
182380,14283
182380,17851
182380,7938
182380,7198
182380,2452
182380,18485
182380,21662
182380,945
182380,3251
82337,3219
82337,2887
82337,3290
82337,20393
82337,11137
82337,10565
82337,8845
184297,21872
184297,148
184297,4240
184297,9896
184297,16212
184297,12920
184297,7158
156157,17275
55253,4248
55253,5672
55253,7041
55253,18324
55253,13700
55253,21068
55253,13610
55253,1770
55253,2408
55253,10690
55253,20377
55253,11023
55253,14193
55253,17275
55253,15912
55253,14278
55253,14761
55253,19829
55253,5191
55253,15621
178192,5672
178192,18324
178192,13700
178192,10690
178192,14193
178192,13071
178192,15912
178192,14278
178192,14761
178192,15621
64211,5355
64211,3863
64211,312
64211,15094
64211,12175
64211,14590
64211,9760
64211,11684
64211,10407
64211,20011
64211,12356
64211,6472
64211,6883
64211,13585
64211,13727
64211,14356
64211,7836
64211,5478
64211,21135
64211,9698
64211,7345
64211,10647
64211,14388
64211,21517
64211,5624
64211,14364
64211,9643
64211,15741
64211,3382
64211,2392
64211,8703
64211,2168
64211,13636
64211,20169
64211,19567
64211,2581
64211,9960
64211,1904
64211,7454
